the_geom,address_full,close_time,open_time,food_type,food_description,fixed_or_moving,locations_description,cuisine_origin,cartodb_id,average_price_rmb,semester,taste,vendor_origin,cleanliness,notes,employment,photo_url
0101000020E61000008AE942ACFE645E4088D860E124413F40,N/A,11:30 PM,9:00 PM,Fried Chicken,Standard greasy friend chicken stand.,Moving,N/A,N/A,58,5,Fall 2015,3,Anhui,1,Not very clean nor tasty.,N/A,"<IMG SRC=""http://i61.tinypic.com/9bc7ix.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000910E0F61FC645E40959D7E5017413F40,N/A,10:00 PM,11:00 AM,Baked Sweet Potatoes ,Nice old man selling baked sweet potatoes. ,Moving,N/A,N/A,59,5,Fall 2015,2.5,Shandong,2.5,Was very nice and funny. he and a fruit vendor next to him were having a tetris competitions on their phones.,N/A,"<IMG SRC=""http://i59.tinypic.com/2ut58uw.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000006B990CC7F3645E401651137D3E423F40,N/A,11:00 AM,5:00 AM,Taiwanese Pancakes ,"Husband and wife combo. They work when they feel like it, no set days or hours, just when they have nothing better to do.",Moving,Next to Subway Station Exit 3.,N/A,60,5.5,Fall 2015,4,Anhui,3,Extremely unhelpful and rude.,N/A,"<IMG SRC=""http://i58.tinypic.com/2m34j2c.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000709692E524655E401442075DC2413F40,N/A,10:30 PM,3:30 AM,Breakfast,"Man woking outside his restaurant , selling eggs, pancakes, tea eggs, oil sticks, soy milk and etc.",Fixed,N/A,N/A,61,4,Fall 2015,4,Anhui,3.5,Nice guy.,N/A,"<IMG SRC=""http://i59.tinypic.com/fyzymq.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000006BF3FFAA23655E400FED6305BF413F40,N/A,10:30 AM,6:00 AM,Rice Roll,"Looked like sushi hand rolls - Rice hand rolls, oil sticks and soy milk.",Moving,N/A,N/A,62,3.5,Fall 2015,2.5,Jianxi,1.5,N/A,N/A,"<IMG SRC=""http://i57.tinypic.com/wveejo.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000006684B70721655E40EA9106B7B5413F40,N/A,10:30 AM,6:00 AM,Jianbing/Pancake,Seemed scared to talk to us.,Moving,N/A,N/A,63,4,Fall 2015,4,N/A,1.5,Was scared of us.,N/A,"<IMG SRC=""http://i57.tinypic.com/i57l8y.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000554D10751F5B5E404FE960FD9F3F3F40,N/A,10:00 AM,5:30 AM,Pancake,N/A,Fixed,N/A,Shandong,64,3,Fall 2015,3,Anhui,2,"Crispy pancake with sausages, eggs and sweet soy sauce. The vendor couple also sell homemade soy milk",N/A,"<IMG SRC=""http://i62.tinypic.com/2hoixds.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000005419C6DD205B5E405D50DF32A73F3F40,N/A,10:00 AM,5:00 AM,Egg Roll,N/A,Fixed,N/A,Shandong,65,5,Fall 2015,5,Henan,4,"Ben's favorite vendor lady; a vendor selling fried pancakes and is known for egg rolls; different choices of veggie and sauce .",N/A,"<IMG SRC=""http://i61.tinypic.com/nyyzo9.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000772D211FF4645E40D4D4B2B5BE403F40,N/A,12:00 AM,6:00 AM,Sangza,"Xinjiang brothers selling two kinds of traditional Xinjiang food. Sangza (a popular snack in Xinjiang consisting of deep-fried noodles in a twisted pyramid shape) and Sesame Green Onion Flatbread (a bread made with flour, water and salt, and then thoroughly rolled into flattened dough).",Fixed,Outskirt of the Jinyang market.,Xinjiang,66,5,Fall 2015,3.5,Xinjiang,3,The two Xinjiang brothers warmly treated us with some of their food for free.,N/A,"<IMG SRC=""http://i60.tinypic.com/sqshvt.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000728A8EE4F2645E40F5DA6CACC4403F40,N/A,12:00 AM,6:00 AM,Snacks,"A stand serving a combination of all sort of staple food. Ma Qiu (Deep-Fried Glutinous Rice Balls with Sesame); Tea egg (a typical Chinese savory food commonly sold as a snack, in which a pre-boiled egg is cracked and then boiled again in tea, sauce and/or spices). ",Fixed,Outskirt of the Jinyang market.,Hybrid,67,4,Fall 2015,2,Anhui,3,N/A,N/A,"<IMG SRC=""http://i58.tinypic.com/24qtg5h.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000002A0307B4745E5E4050C58D5BCC3B3F40,N/A,2:00 AM,6:00 PM,Naan,"A crispy bread covered in Seseme; similar to a more dense Pita (a leavened, oven-baked flatbread found in the cuisines of West Asia).",Fixed,Cross at Zhejiang Zhong Road and Guangdong Road.,Xinjiang,68,4,Fall 2015,4,Xinjiang,3,N/A,N/A,"<IMG SRC=""http://i60.tinypic.com/5kedg0.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000071AFCC5B755E5E4039D1AE42CA3B3F40,N/A,2:00 AM,6:00 PM,Xinjiang-style Baozi,The filling in these steamd buns were a mixture of ginger and pork.,Fixed,Cross at Zhejiang Zhong Road and Guangdong Road.,Xinjiang,69,3,Fall 2015,4.5,Xinjiang,4,Xinjiang Baozi is more rich flavor and has more meat inside than normal ones.,N/A,"<IMG SRC=""http://i60.tinypic.com/33m4y20.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000357D76C0755E5E40EC67B114C93B3F40,N/A,2:00 AM,6:00 PM,Naan,"The competing vendor, we thought that his bread, although delicious, was not as soft as the oppossing vendor.",Fixed,Cross at Zhejiang Zhong Road and Guangdong Road.,Xinjiang,70,4,Fall 2015,4,Xinjiang,3.5,N/A,N/A,"<IMG SRC=""http://i62.tinypic.com/29ntn9z.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000F23FF9BB775E5E40C6A4BF97C23B3F40,N/A,2:00 AM,6:00 PM,Lamb BBQ,"A classic, these BBQs were grilled over coal and served on a stick.",Fixed,Cross at Zhejiang Zhong Road and Guangdong Road.,Xinjiang,71,5,Fall 2015,4,Xinjiang,4,"More ""dosage"" of meat, and more expensive.",N/A,"<IMG SRC=""http://i59.tinypic.com/105np07.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000001D925A28995D5E406938656EBE3D3F40,N/A,N/A,7:15 PM,Snack,Baked/Fried Rice Snacks.,Moving,Next to Exit 1 of the Subway Station to your left.,General China,72,15,Fall 2015,3,Henan,4,"Yue Mi Hua - 10 yuan, Ou Fen Su - 15yuan, Mi Hua Tang - 20 yuan.",N/A,"<IMG SRC=""http://i60.tinypic.com/fc5rva.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000465C001AA55D5E40E2067C7E183D3F40,N/A,N/A,8:00 AM,Scallion Pancakes,"Cong You Bing, a traditional Shanghai pancake.",Fixed,N/A,Shanghai,73,3,Fall 2015,5,Anhui,5,N/A,N/A,"<IMG SRC=""http://i60.tinypic.com/2uh0003.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000008E0244C18C5D5E403BC61517473D3F40,N/A,N/A,N/A,Steamed Dumplings,N/A,Fixed,N/A,Shanghai,74,9,Fall 2015,3,Jiangsu,3,N/A,N/A,"<IMG SRC=""http://i62.tinypic.com/fw27w2.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000042075DC2A15D5E40DDCEBEF2203D3F40,N/A,N/A,N/A,Handrolled Seaweed Wraps,N/A,Fixed,N/A,Eastern China,75,4.5,Fall 2015,3,Chongqing,3,N/A,N/A,"<IMG SRC=""http://i59.tinypic.com/29f8i8n.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000B20DDC813A615E407D259012BB363F40,N/A,2:00 AM,10:00 PM,Fried Rice and Noodles,Fried rice and noodles with side dishes.,Moving,N/A,Shanghai,76,12,Fall 2015,4,Anhui,3,N/A,N/A,"<IMG SRC=""http://i58.tinypic.com/k2lm9y.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000329067976F615E4009A9DBD957363F40,N/A,11:00 PM,9:00 AM,Chuanr,"Lamb, chicken, pork skewers.",Fixed,N/A,Shanghai,77,7.5,Fall 2015,5,Xinjiang,4,N/A,N/A,"<IMG SRC=""http://i57.tinypic.com/msyexf.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000FA449E245D615E40302DEA93DC353F40,N/A,11:00 PM,6:00 AM,fried chicken and seafood,Fried chicken and seafood.,Fixed,N/A,Shanghai,78,10,Fall 2015,5,Anhui,3,N/A,N/A,"<IMG SRC=""http://i62.tinypic.com/wl7p6o.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000B5FB5580EF625E40B29B19FD683C3F40,N/A,5:00 PM,6:00 AM,Fruit Stand,N/A,Fixed,"Off of the main corner, past a big stand of chickens and pigeons, not a very good location but has to not block the sidewalk.",N/A,79,3,Fall 2015,4,Xinjiang,2,N/A,N/A,"<IMG SRC=""http://i62.tinypic.com/28w2haw.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000A06F0B96EA625E402502D53F883C3F40,N/A,12:00 PM,5:30 AM,Jianbing/Pancake,Jianbing stand.,Fixed,Situated between the fried dough shop and a butcher on the corner prominently high up on the stoop.,Shanghai,80,4,Fall 2015,4,Shandong,3,N/A,N/A,"<IMG SRC=""http://i57.tinypic.com/ac AMo3.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000A06F0B96EA625E4024D40CA9A23C3F40,N/A,4:00 PM,5:00 AM,"Youtiao/Fried Dough Stick, and Rice ball",Fried dough stick stand.,Fixed,N/A,Shanghai,81,3,Fall 2015,5,Zhejiang,2,N/A,N/A,"<IMG SRC=""http://i58.tinypic.com/20qanmr.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000D5B32094F7625E40B5368DEDB53C3F40,N/A,6:00 PM,8:00 AM,Meatball,Meatball stand.,Fixed,Opening of market where there is heavy foot traffic.,Fujian,82,20,Fall 2015,3,Fujian,3,N/A,N/A,"<IMG SRC=""http://i60.tinypic.com/2qwekqf.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000006EDE3829CC5E5E40959C137B68373F40,"147 Zhaozhou Road, Huangpu",6:00 PM,6:00 AM,Rice Dumpling,N/A,Fixed,N/A,Zhejiang,83,,Spring 2015,3,Jiaxing,2,N/A,N/A,"<IMG SRC=""http://i.imgur.com/KwJ2WdF.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000F8510DFB3D5F5E40E2067C7E182D3F40,N/A,11:30 PM,1:00 PM,Tofu and Fried Fare,N/A,Moving,N/A,Shanghai,84,2,Fall 2015,4,Anhui,3,"Old woman running stand, fairly greasy, shanghainese fare.",N/A,"<IMG SRC=""http://i57.tinypic.com/2w7j19d.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000007670B037315B5E40F1BC546CCC3F3F40,N/A,9:00 PM,7:00 AM,Chinese Sandwiches,N/A,Fixed,N/A,Shaanxi,85,6,Fall 2015,5,Henan,2,One of the most popular stands selling pancake with different fillings including pork and toufu.,N/A,"<IMG SRC=""http://i62.tinypic.com/2hoixds.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000053CBD6FA225B5E40F722DA8EA93F3F40,N/A,10:00 AM,5:30 AM,Rice Roll,N/A,Fixed,N/A,Taiwan,86,5,Fall 2015,3,Henan,4,"Taiwan rice wrap with eggs, sausages and pickles. The lady was warmhearted and had lots of customers.",N/A,"<IMG SRC=""http://i57.tinypic.com/2lihdg9.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000CFA44DD53D5F5E404A7F2F85072D3F40,N/A,1:00 AM,11:00 PM,Fried Food,N/A,Fixed,N/A,Taiwan,87,10,Fall 2015,4.5,Anhui,3.5,"Sell other things, specialties include fried chicken and soup dumplings, hard to get spicy food that's this good.",N/A,"<IMG SRC=""http://i58.tinypic.com/2nlhlj9.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000009949D40B3E5F5E4033C51C041D2D3F40,N/A,1:00 AM,11:00 PM,Hong-Kong Style Food,N/A,Fixed,N/A,Taiwan,88,14,Fall 2015,3.5,Guandong,2.5,"Small stand serving cow intestine, fried tofu, soupy eggs, waffles.",N/A,"<IMG SRC=""http://i58.tinypic.com/2nlhlj9.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000768D96033D5F5E40E90E62670A2D3F40,N/A,3:00 AM,11:00 PM,Seafood,N/A,Fixed,N/A,Guandong,89,9,Fall 2015,4,Guandong,2,"Gas open fire, almost western (very garlicky).",N/A,"<IMG SRC=""http://i62.tinypic.com/33ni6tj.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000000400C79E3D5F5E4099D53BDC0E2D3F40,N/A,3:00 AM,10:00 PM,Seafood and Vegetable,N/A,Fixed,N/A,Shandong,90,80,Fall 2015,3.5,Jiangtsu,2,"Made us come inside because of police. Sell alcohol, no prices on menu, basically 24/7.",N/A,"<IMG SRC=""http://i62.tinypic.com/333ldzs.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000002881CD39785E5E4094BF7B478D353F40,169 Jumen Road,4:42 AM,8:00 PM,Chuar ,Work with malatang and Bing.,Fixed,Across the intersection there is a park.,General China,91,15,Spring 2016,2,Hubei,3,"The food is oily. Compared to Ayi near the dorm, we prefer Ayi though...",N/A,"<IMG SRC=""https://fulcrumapp.s3.amazonaws.com/photos/large_45d1fed2-0514-4362-b4dc-1a25d4023c55-a6394368-2b75-4319-92ad-689deacba8ca.jpg?AWSAccessKeyId=AKIAINLD3OFR6WK7JO3Q&Signature=FNpP2TgH4UozSnS4sx6Uq4I3eXI%3D&Expires=1485144742"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000000E4C6E14595E5E4098BF42E6CA343F40,343 Mengzi Road ,12:00 AM,7:20 AM,Jianbing/Pancake,An old couple.,Fixed,A research institute.,Shandong,92,5,Spring 2016,5,Shanghai,2,"Live nearby, know many people here. Good sales. ",N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/b6b1189b-6a6d-4a87-b919-6d5b28e4ef73"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000076FEEDB25F5E5E40F03504C765343F40,34 Mengzi Road ,6:40 PM,7:30 AM,Pancake and Sticky Rice Cake,Ayi has own cooking tools on the wheeler. ,Fixed,Many communities.,General China,93,3,Spring 2016,4,Shanghai,3,The Ayi came from Jiangsu when she was 18. Now she seems to be 60 something. It said that the niangao she made is published on the Internet. ,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/f3c8a0ea-b9f3-4b66-b25b-f583304c6dd5"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000050560C5707655E404242942F68413F40,No. 753 Jinyang Road,10:30 PM,4:00 AM,Chuar,N/A,N/A,In front of the Suning Electronics Store,N/A,264,N/A,Spring 2017,3.5,N/A,3,N/A,N/A,N/A
0101000020E61000002BDD5D67435E5E406F2A52616C353F40,34 Mengzi Rd Shanghai Huangpu ,4:00 AM,10:00 PM,Chuar,The sauce of Chuar is not too good. Tastes very dry.,Fixed,Near the intersection. 200 meters there is a net bar.,General China,94,10,Spring 2016,4,Henan,3,The vendor is acquainted with Chengguan. The Chengguan only asks him not to show up near community. Even its only an intersection away. The vendor is not allowed to sell outside the net bar. The conflict between vendors.,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/13e78312-0d62-48d5-b9ac-317476857702"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000006483481225E5E40DB6B41EF8D353F40,"820 Liyuan Road, Huangpu",4:00 AM,10:00 PM,Fried Rice and Noodles ,Very cheap and fast.,Fixed,Net bar.,General China,95,9,Spring 2016,4,Henan,4,More oily than the standard street fried rice. The relationship with the other vendor. Very young.,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/7e8c4972-b95b-4c1d-8fcf-b072704c5542"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000002E9276A38F645E402A1F82AAD13F3F40,"246 Jinyang Road, Pudong",2:00 AM,9:00 PM,Fried Rice or Cooked Rice ,N/A,Moving,Easily found by the side of the road.,General China,96,10,Spring 2016,4.5,Hebei ,4,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/0b18f78d-9beb-4395-ab57-d095668db8bc%2C445f5a51-69df-43f5-8cab-9feb41c4a655%2C90677f12-708c-4339-9fc1-663f78e04aac"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000E3C798BB96645E4069C36169E03F3F40,"246 Jinyang Road, Pudong",1:00 AM,9:00 PM,Fried Rice and Noodles (as well as fried meet and vegetables) ,N/A,Moving,N/A,General China,97,10,Spring 2016,3.5,Hunan,3.5,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/26fa4cdf-d7d2-4224-9353-b32b7db1dfa0%2Cf4700225-95c4-45ef-9cfb-2997d7b82472"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000022C495B3775E5E40C28A53AD85353F40,"181 Jumen Road, Huangpu",2:00 AM,8:38 PM,Chuar (fried),N/A,Moving,N/A,General China,98,15,Spring 2016,1,Anhui,2,"Oily, way too much oil.",N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/8270a32b-85b9-40ef-97dd-5967a00c9683"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000F58079C894645E402C0C91D3D73F3F40,"246 Jinyang Road, Pudong",1:00 AM,9:00 PM,Chuar ,N/A,Fixed,N/A,General China,99,15,Spring 2016,3.5,Anhui,3,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/767aee54-3021-4d5c-b975-444481852fb8%2Cc1ab99b1-b670-4e30-aa46-c9c78d18c88e"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000624A24D1CB615E404A61DEE34C3B3F40,"355 Weifang Road, Pudong",9:30 AM,6:00 AM,Soy Milk and Tender Tofu,Soy milk stand.,Fixed,Inside the Yuanzhu Residence Area.,Anhui,100,1.5,Spring 2016,3,N/A,2,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/4d6b7552-86f1-4f3c-bd5f-fd81464b657d"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000004AA7F10C9615E408B8A389D643B3F40,"355 Weifang Road, Pudong",9:30 AM,6:00 AM,Rice ball,N/A,Fixed,Inside the Yuanzhu Residence Area.,Shanghai,101,2.5,Spring 2016,2,Shanghai,3,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/9857e766-615b-4334-b732-de9ce7613221"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000003B394371C7615E4023F59ECA693B3F40,"355 Weifang Road, Pudong",9:30 AM,6:00 AM,Jianbing/Pancake,N/A,Fixed,Inside the Zhuyuan Residence Area.,Shandong,103,4,Spring 2016,3.5,N/A,3,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/f1fa9317-98b2-40ee-be2c-8cf0411f5f57"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000008D45D3D9C9615E4014268C66653B3F40,"355 Weifang Road, Pudong",9:30 AM,6:00 AM,"Youtiao/Fried Dough Sticks, Pancake",N/A,Fixed,Inside the Yuanzhu Residence Area.,Zhejiang,104,1.5,Spring 2016,3,Jiangsu,3.5,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/db7df017-33e0-4af0-8a1a-9d9bc786367a"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000469A7807785E5E40C6DFF60489353F40,"169 Jumen Road, Huangpu ",11:00 PM,10:00 AM,Qianceng Bing/Pancake,The vendor is worked with malatang and Chuar.,Fixed,Across the intersection there is a park.,Dongbei ,105,15,Spring 2016,3,Anhui,3,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/8e4bc727-5c90-452f-94e2-e71b98c87de7"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000048FC8A355C5E5E40A99F3715A9343F40,"351-2 Mengzi Road, Huangpu",10:30 AM,7:00 AM,Soup,Owned by a couple. Seems to be couple.,Fixed,"A research institute, many communities. ",Southern China,106,7,Spring 2016,5,Shanghai,4,Shanghainese. Live in the community. Just set a table outside their building. Know quite a lot of people here. ,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/ad696464-fae4-4b09-8ef4-3a10cb7f3ea6"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000045D5AF743E5F5E400475CAA31B2D3F40,"124 Licheng Road, Pudong",11:59 PM,6:30 AM,Guotie/Potsticker,N/A,Fixed,The vendor is very popular. There was a long line just for these potstickers on a Saturday night. ,General China,107,5,Spring 2016,3,Anhui ,4,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/f7b1103e-a804-4ee5-986c-587d6401d0b6"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000005A2BDA1CE7645E408DD2A57F49423F40,"Jinqiao Road, Pudong",9:00 PM,6:00 PM,Xiaolongbao/Steamed Buns and Guotie/Potstickers,N/A,Moving,N/A,General China,108,5,Spring 2016,5,N/A,5,At Jinquiao mall area from 9 to 11 PM.,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/82fd44b4-c556-43e2-9510-ebeb130cebb5"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000060E811A3E7645E4044BE4BA94B423F40,"Jinqiao Road, Pudong",9:00 PM,6:00 PM,Meat in Baked Bun,N/A,Moving,N/A,Shanxi,109,6,Spring 2016,5,N/A,5,At Jinquiao mall area from 9 to 11 PM.,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/e2c10e20-bf8f-4a97-b746-637be8d6028f"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000001EDFDE35E8645E408C6A11514C423F40,"Zhangyang North Road, Pudong",9:00 PM,6:00 PM,Fried Chicken Strips,N/A,Moving,N/A,Taiwan,110,6,Spring 2016,5,N/A,5,At Jinquiao mall area from 9 to 11 PM.,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/38349a5a-a888-43e8-bb33-29aa6b32aa74"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000A81B28F04E645E405A63D009A13F3F40,"526 Jinyang Road, Pudong",2:00 AM,4:00 PM,BBQ Skewers,N/A,Fixed,N/A,Northern China ,111,4,Spring 2016,5,Northern China ,5,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/54dea713-d4d0-4c17-8309-50603897b878"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000004772F90FE9645E4062D7F6764B423F40,"Jinqiao Road, Pudong",9:00 PM,6:00 PM,Cold Rice Noodles,N/A,Moving,N/A,Shanxi,112,7,Spring 2016,3,Shanxi ,5,At Jinquiao mall area from 9 to 11 PM.,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/bb8d537a-941d-4472-b264-a797214510ae%2C524ca9ef-afe3-405f-9e20-8c399529a4c3"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000895FB1868B625E409529E620E83C3F40,No. 1642 Zhangyang Road,10:30 PM,3:00 AM,Fried rice and noodle,N/A,Moving,In front of the subway exit,N/A,265,30,Spring 2017,3.5,N/A,3,N/A,N/A,N/A
0101000020E610000081B1BE81C9615E402D077AA86D3B3F40,"355 Weifang Road, Pudong",9:30 AM,6:00 AM,Huangqiao Sesame Pancake ,N/A,Moving,Right in the middle of the market.,General China,113,1.5,Spring 2016,3,Jiangsu,4,"They are a couple and very enthusiastic about and satisfied with their entrepreneur. They said they have lived here in Shanghai for over 2 decades which makes them see a generation growing up here. Huangqiao shaobing is very famous and it is originated from the war time. (1940 huangqiao battle) When it was during the difficult time, it was made for the soldiers.",N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/0d99c073-4b06-46fd-8412-256a46c836d4"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000007AA69718CB615E40F33CB83B6B3B3F40,"355 Weifang Road, Pudong",9:00 AM,5:00 AM,Egg Pancake,N/A,Moving,Right next to the wonton stand.,Ancient China,114,5,Spring 2016,4,Suzhou,3,"You can add different fillings. They have meat and lettuce. The more you add, higher the price will be. You can choose to have spice or not as well. They said that anhui is famous for all kinds of wheaten food.",N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/0a755320-d1c2-4822-8da7-00e05751fdad"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000087A2409FC8615E403AE97DE36B3B3F40,"355 Weifang Road, Pudong",9:00 AM,6:00 AM,Youtiao/Fried Dough Sticks,N/A,Moving,Last stand on the right.,Northern China,115,1.5,Spring 2016,5,Anhui,4,"The vendors, a married couple, are the nicest people we talked to. They were absolutely the most warm-hearted vendors I've met. After work they go back home together to eat.",N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/12d37b45-d290-4268-b7e9-0c4b8523cd53"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000008C118942CB615E401FA0FB72663B3F40,"1133 Zhangyang Road, Pudong",9:00 AM,6:00 AM,Wonton,N/A,Moving,First stand on the right.,Suzhou,116,7,Spring 2016,5,Jiangsu,5,The most pricy item at the market but still relatively inexpensive.,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/f4017db9-cef8-4341-a8db-681dbc331874"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000CDEA1D6E875E5E4092205C01853A3F40,"180 South Yunnan Road, Huangpu",8:00 PM,7:00 AM,Guotie/Potsticker,N/A,Fixed,Across from a famous restaurant for Chuar.,Fusion of Northern China and Shanghai,117,4,Spring 2016,3,Northern China ,2,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/ff8f814a-8811-4bcc-97ae-d9695e7329c9"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000583CF548835E5E40828B1535983A3F40,"111 South Yunnan Road, Huangpu",1:00 AM,9:00 PM,Egg pancake.,Egg pancake.,Fixed,N/A,Shanghai,118,4,Spring 2016,4,Shanghai,3,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/9fb8db7d-28ae-48c9-9b4c-dd20a31770fa"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
